Rk,School,Conf,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,Adj_ORtg,Adj_DRtg,Adj_NRtg
236,Southeastern Louisiana,Southland,11,8,68.9,54.6,14.26,-16.6,-4.75,-4.37,-9.13,51.63,52.61,-0.98
237,Howard,MEAC,15,4,68.0,61.5,6.47,-15.84,-2.87,-6.49,-9.36,56.55,64.98,-8.43
238,Massachusetts-Lowell,AEC,12,9,57.4,57.1,0.29,-9.94,-9.43,-0.23,-9.66,58.59,68.95,-10.37
239,Oral Roberts,Summit,6,15,64.4,76.1,-11.71,6.19,-0.71,-8.95,-9.66,51.22,58.58,-7.36
240,Southern Mississippi,CUSA,7,12,65.4,67.5,-2.11,-4.42,-4.31,-5.5,-9.81,52.61,59.14,-6.53
241,Georgia State,Sun Belt,13,11,66.9,64.1,2.79,-8.76,-4.87,-5.01,-9.89,49.47,55.7,-6.23
242,Appalachian State,Sun Belt,15,12,64.7,67.3,-2.59,-7.35,-7.49,-2.45,-9.94,55.5,61.76,-6.26
243,Hofstra,CAA,8,12,59.7,65.3,-5.65,-4.31,-7.98,-1.98,-9.96,55.16,65.75,-10.58
244,Holy Cross,Patriot,7,8,60.9,62.2,-1.33,-9.01,-8.21,-2.13,-10.34,63.14,75.79,-12.65
245,Manhattan,MAAC,11,9,55.2,55.9,-0.75,-9.64,-11.16,0.77,-10.39,54.68,66.64,-11.96
246,Abilene Christian,Southland,14,13,68.3,54.5,13.74,-6.44,-5.16,-5.38,-10.53,46.95,52.35,-5.4
247,Georgia Southern,Sun Belt,11,13,75.5,64.7,10.88,-9.44,1.69,-12.23,-10.54,51.29,57.96,-6.67
248,Cal State Fullerton,Big West,4,18,56.7,60.0,-3.27,-0.61,-8.45,-2.21,-10.66,39.03,50.75,-11.73
249,Portland State,Big Sky,12,13,63.9,60.4,3.52,-5.37,-5.69,-5.13,-10.83,45.49,54.08,-8.6
250,Lamar,Southland,10,14,61.8,65.0,-3.17,-5.67,-6.25,-5.09,-11.34,49.31,55.44,-6.13
251,Morehead State,OVC,7,16,58.3,63.0,-4.65,-3.15,-9.11,-2.31,-11.43,50.29,60.64,-10.35
252,Indiana State,MVC,5,15,62.6,75.8,-13.2,1.69,-2.0,-9.51,-11.51,60.35,73.7,-13.36
253,Wofford,Southern,13,11,62.5,59.3,3.21,-11.05,-7.43,-4.1,-11.53,53.65,63.08,-9.44
254,Campbell,Big South,16,7,60.1,52.3,7.78,-19.69,-15.04,3.22,-11.82,50.4,58.68,-8.28
255,Stetson,A-Sun,10,15,62.0,59.0,3.04,-7.68,-10.56,-1.34,-11.9,47.96,57.25,-9.29
256,Furman,Southern,11,14,59.8,56.4,3.4,-5.85,-9.32,-2.72,-12.04,49.58,59.15,-9.57
257,Vermont,AEC,4,2,62.3,57.8,4.5,-16.69,-9.05,-3.14,-12.19,63.0,77.51,-14.51
258,Utah State,MWC,4,20,63.0,78.6,-15.58,3.15,-1.13,-11.3,-12.43,44.94,59.42,-14.48
259,Grambling,SWAC,10,10,63.3,63.4,-0.1,-12.63,-7.96,-4.77,-12.73,50.14,61.6,-11.46
260,North Alabama,A-Sun,7,18,69.3,77.3,-7.96,-4.84,0.89,-13.69,-12.8,59.61,70.61,-11.0
261,Lipscomb,A-Sun,12,10,63.7,64.0,-0.27,-4.77,-6.7,-6.22,-12.92,46.87,57.2,-10.34
262,Central Arkansas,Southland,13,14,54.8,55.9,-1.11,-7.91,-15.82,2.87,-12.95,44.17,50.81,-6.65
263,Illinois-Chicago,Horizon,3,16,60.8,69.5,-8.68,0.53,-4.83,-8.13,-12.97,52.68,66.28,-13.6
264,Navy,Patriot,5,7,58.9,60.7,-1.75,-11.29,-9.56,-3.49,-13.04,57.83,74.03,-16.2
265,Arkansas State,Sun Belt,9,12,66.2,52.4,13.81,-9.01,-5.65,-7.59,-13.24,42.24,51.32,-9.08
266,Saint Francis (PA),NEC,14,9,64.0,65.0,-1.0,-12.48,-8.29,-5.18,-13.48,64.82,80.57,-15.75
267,Seattle,WAC,11,14,67.8,62.3,5.48,-7.62,-4.4,-9.17,-13.58,40.14,51.76,-11.62
268,South Alabama,Sun Belt,13,13,62.6,60.4,2.19,-10.34,-11.12,-2.48,-13.59,45.92,55.97,-10.05
269,Morgan State,MEAC,12,4,64.3,61.8,2.56,-16.71,-8.9,-5.25,-14.15,57.08,71.29,-14.21
270,Sacramento State,Big Sky,3,22,65.3,75.4,-10.04,-4.17,-3.13,-11.08,-14.21,49.47,63.75,-14.29
271,Detroit Mercy,Horizon,1,13,57.4,72.9,-15.5,1.12,-7.54,-6.84,-14.38,56.35,73.14,-16.78
272,Fairleigh Dickinson,NEC,16,8,60.3,58.5,1.71,-16.43,-12.6,-2.13,-14.72,61.81,79.3,-17.5
273,College of Charleston,CAA,6,9,65.7,66.7,-1.0,-5.94,-7.25,-7.54,-14.79,47.89,60.58,-12.69
274,UNC Wilmington,CAA,7,14,59.4,66.8,-7.43,-7.72,-8.95,-6.2,-15.15,55.57,71.84,-16.26
275,Eastern Washington,Big Sky,6,17,62.4,69.8,-7.39,-4.79,-6.77,-8.43,-15.2,47.26,62.76,-15.51
276,Longwood,Big South,14,11,71.1,68.8,2.36,-17.61,-1.3,-13.95,-15.25,59.15,73.63,-14.49
277,Presbyterian,Big South,11,10,62.2,58.7,3.52,-18.88,-11.87,-3.49,-15.35,53.31,67.12,-13.81
278,Army,Patriot,9,11,59.3,62.5,-3.2,-12.24,-9.34,-6.11,-15.44,63.69,83.75,-20.06
279,UNC Greensboro,Southern,8,16,50.4,50.7,-0.33,-7.2,-17.95,2.47,-15.48,41.45,55.91,-14.46
280,Wagner,NEC,13,6,59.3,59.3,-0.05,-15.43,-14.06,-1.42,-15.48,53.78,72.46,-18.69
281,Evansville,MVC,6,17,54.7,68.7,-14.04,2.69,-11.33,-4.49,-15.81,45.87,63.76,-17.89
282,SIU Edwardsville,OVC,6,19,56.3,64.5,-8.2,-5.31,-11.19,-5.29,-16.47,45.55,62.95,-17.4
283,Albany (NY),AEC,7,11,49.8,57.1,-7.22,-9.29,-17.57,1.07,-16.51,54.32,76.07,-21.74
284,Loyola (MD),Patriot,0,13,50.4,62.9,-12.54,-4.02,-15.61,-0.95,-16.56,55.93,79.3,-23.38
285,George Mason,A-10,3,19,50.7,64.6,-13.91,-2.94,-14.79,-2.06,-16.85,49.58,71.22,-21.64
286,Sacred Heart,NEC,8,10,62.4,64.8,-2.39,-14.67,-8.32,-8.73,-17.06,59.03,80.04,-21.01
287,Tarleton State,WAC,9,16,62.1,56.3,5.8,-8.87,-11.99,-5.31,-17.3,37.74,52.4,-14.65
288,Purdue Fort Wayne,Horizon,1,22,53.7,72.2,-18.57,1.2,-9.76,-7.61,-17.37,55.49,76.58,-21.08
289,Norfolk State,MEAC,5,9,57.2,55.1,2.14,-12.3,-18.31,0.93,-17.38,41.0,57.03,-16.03
290,East Tennessee State,Southern,4,16,58.3,63.7,-5.4,-8.26,-10.58,-6.99,-17.57,43.86,61.02,-17.17
291,Saint Peter's,MAAC,13,15,59.5,63.3,-3.79,-14.27,-9.45,-8.61,-18.06,56.6,78.47,-21.87
292,Binghamton,AEC,5,11,53.9,59.0,-5.06,-13.38,-14.16,-4.28,-18.45,52.29,75.68,-23.4
293,Texas-Rio Grande Valley,WAC,6,14,62.5,71.2,-8.7,-9.91,-8.03,-10.58,-18.61,50.41,69.34,-18.93
294,Weber State,Big Sky,2,20,61.9,74.0,-12.14,-3.74,-6.33,-12.31,-18.64,42.28,61.39,-19.12
295,Merrimack,NEC,5,10,64.7,67.3,-2.67,-16.2,-6.8,-12.07,-18.86,62.34,86.21,-23.87
296,Kennesaw State,A-Sun,7,12,64.9,54.7,10.16,-8.74,-12.71,-6.17,-18.88,36.84,52.67,-15.83
297,Rider,MAAC,8,18,53.8,59.3,-5.5,-13.53,-15.27,-3.75,-19.03,51.35,75.03,-23.68
298,Houston Christian,Southland,11,11,65.2,47.2,18.0,-17.13,-11.1,-8.09,-19.19,34.6,46.68,-12.08
299,Long Island University,NEC,7,11,58.8,61.0,-2.22,-17.07,-14.58,-4.7,-19.29,54.2,78.45,-24.26
300,Iona,MAAC,6,9,54.7,56.3,-1.67,-17.68,-16.74,-2.61,-19.35,52.67,76.69,-24.02
301,Gardner-Webb,Big South,11,13,63.7,68.0,-4.33,-15.05,-8.36,-11.02,-19.38,50.09,69.23,-19.14
302,Nicholls State,Southland,11,14,62.3,60.4,1.88,-13.36,-10.1,-9.29,-19.4,40.63,56.44,-15.8
303,Niagara,MAAC,4,7,62.7,68.5,-5.82,-13.8,-5.78,-13.84,-19.62,57.68,82.39,-24.71
304,NJIT,AEC,4,14,56.3,62.7,-6.33,-13.3,-11.99,-7.64,-19.63,52.71,77.76,-25.04
305,Siena,MAAC,4,9,58.2,66.0,-7.77,-11.9,-9.33,-10.34,-19.67,60.35,85.84,-25.49
306,UTSA,CUSA,2,18,61.4,71.3,-9.95,-5.09,-8.98,-10.8,-19.78,44.5,64.42,-19.91
307,St. Francis (NY),NEC,4,10,64.6,68.1,-3.43,-16.7,-6.82,-13.31,-20.13,61.54,86.68,-25.14
308,Incarnate Word,Southland,6,9,59.8,59.4,0.4,-11.89,-12.8,-7.37,-20.17,40.42,58.28,-17.85
309,Texas Southern,SWAC,5,10,61.0,70.2,-9.2,-11.12,-10.22,-10.09,-20.32,44.09,66.74,-22.65
310,Jacksonville,A-Sun,4,17,57.9,66.2,-8.29,-4.73,-12.43,-8.09,-20.52,39.53,59.13,-19.6
311,Bellarmine,A-Sun,5,17,62.8,77.2,-14.41,-6.46,-7.14,-13.73,-20.86,51.84,74.6,-22.76
312,Maryland-Baltimore County,AEC,2,6,57.5,64.3,-6.75,-14.14,-10.67,-10.22,-20.89,55.56,82.23,-26.67
313,Alcorn State,SWAC,7,13,58.5,67.8,-9.3,-11.76,-11.97,-9.1,-21.06,45.17,68.29,-23.12
314,Delaware State,MEAC,3,12,58.0,59.9,-1.93,-15.24,-11.86,-9.38,-21.24,48.2,70.81,-22.62
315,Western Carolina,Southern,6,18,55.3,60.2,-4.88,-10.17,-15.13,-6.58,-21.71,42.07,64.61,-22.54
316,Coastal Carolina,Sun Belt,3,15,64.7,70.5,-5.78,-7.08,-5.87,-16.02,-21.89,46.48,66.25,-19.77
317,North Carolina Central,MEAC,4,12,63.5,71.3,-7.75,-8.12,-5.52,-16.67,-22.19,45.12,64.71,-19.59
318,Prairie View,SWAC,3,13,60.1,61.9,-1.88,-15.94,-13.37,-9.01,-22.38,36.84,61.15,-24.31
319,Texas A&M-Corpus Christi,Southland,6,13,58.5,55.8,2.63,-10.72,-16.61,-5.86,-22.47,33.73,51.72,-17.99
320,New Hampshire,AEC,5,15,53.8,65.0,-11.25,-11.29,-13.73,-8.81,-22.54,53.98,83.22,-29.24
321,Radford,Big South,9,11,61.9,66.9,-4.95,-17.61,-10.05,-12.51,-22.56,48.74,72.6,-23.86
322,UNC Asheville,Big South,10,15,60.5,65.6,-5.12,-18.73,-13.03,-10.82,-23.85,47.83,73.89,-26.06
323,Hartford,AEC,3,9,51.4,63.4,-12.0,-12.04,-16.46,-7.59,-24.04,48.9,79.69,-30.79
324,Central Connecticut State,NEC,4,14,61.8,69.6,-7.78,-16.51,-10.58,-13.7,-24.29,56.92,87.74,-30.81
325,Monmouth,MAAC,2,16,46.0,60.2,-14.17,-10.21,-20.84,-3.54,-24.38,45.26,78.03,-32.77
326,Arkansas-Pine Bluff,SWAC,3,18,62.9,78.0,-15.1,-9.33,-6.82,-17.61,-24.43,46.56,73.1,-26.54
327,Tennessee State,OVC,0,22,50.3,71.5,-21.14,-3.3,-15.99,-8.44,-24.43,43.31,73.26,-29.95
328,Bryant,NEC,7,14,57.7,67.7,-9.95,-14.99,-13.65,-11.29,-24.94,51.39,83.39,-32.0
329,Louisiana-Monroe,Sun Belt,3,20,52.0,64.3,-12.39,-7.63,-16.62,-8.32,-24.94,40.07,66.96,-26.88
330,Hampton,Big South,4,11,55.9,63.3,-7.4,-17.87,-17.45,-7.83,-25.27,42.42,69.8,-27.38
331,South Carolina Upstate,Big South,8,15,57.3,60.0,-2.61,-15.97,-17.39,-8.01,-25.4,38.39,64.57,-26.19
332,New Orleans,Southland,6,15,54.9,62.5,-7.62,-12.49,-15.14,-10.69,-25.83,36.62,60.9,-24.29
333,Colgate,Patriot,1,8,55.2,72.0,-16.78,-10.43,-12.33,-14.88,-27.21,59.93,97.95,-38.02
334,Coppin State,MEAC,2,13,51.1,65.9,-14.73,-12.63,-20.2,-7.17,-27.37,43.79,76.31,-32.52
335,McNeese State,Southland,6,16,39.0,,,-13.43,-14.85,-12.86,-27.71,,,
336,Charleston Southern,Big South,6,17,58.0,64.8,-6.74,-17.61,-15.81,-12.43,-28.25,44.41,75.79,-31.38
337,Mississippi Valley State,SWAC,4,16,55.6,71.4,-15.8,-12.65,-16.05,-12.4,-28.45,43.29,77.57,-34.28
338,Chicago State,WAC,0,14,48.9,71.5,-22.57,-6.78,-19.32,-10.03,-29.35,35.77,69.97,-34.21
339,Utah Tech,WAC,1,2,59.3,47.7,11.67,-7.82,-22.01,-8.81,-30.82,19.65,43.82,-24.17
340,Winthrop,Big South,6,18,51.3,62.7,-11.38,-19.58,-22.28,-8.67,-30.95,39.11,76.1,-37.0
341,Canisius,MAAC,0,5,48.6,73.4,-24.8,-7.33,-18.52,-13.62,-32.13,48.22,91.48,-43.26
342,South Carolina State,MEAC,1,9,46.0,75.3,-29.3,-11.41,-23.94,-16.77,-40.71,30.26,79.02,-48.76
343,Northwestern State,Southland,1,19,46.6,70.9,-24.35,-11.23,-23.23,-18.95,-42.18,28.99,71.63,-42.64
